anciennete_mois,forfait,facture_mensuelle_xof,appels_support,data_go_mois,retards_paiement,churn
30,Mensuel,3300.0,2,32.2,0,0
1,Mensuel,5800.0,1,12.2,2,1
35,Mensuel,23000.0,0,32.5,0,0
28,Mensuel,19400.0,1,20.6,1,0
11,Mensuel,7800.0,2,5.6,2,0
15,Annuel,17600.0,1,15.5,0,0
3,Prepaye,20300.0,0,7.0,1,1
5,Annuel,20900.0,2,34.0,1,1
1,Prepaye,22500.0,3,34.7,3,1
39,Prepaye,20000.0,2,21.8,0,1
35,Annuel,23600.0,0,43.8,1,1
8,Annuel,16600.0,1,36.1,0,0
24,Prepaye,20900.0,1,20.6,1,1
58,Prepaye,20900.0,1,13.6,3,0
4,Annuel,24200.0,0,15.3,0,1
41,Prepaye,4000.0,2,21.1,0,0
42,Prepaye,3600.0,0,6.5,2,0
15,Mensuel,18800.0,0,18.4,1,0
19,Annuel,12900.0,3,44.4,0,0
24,Prepaye,5300.0,0,1.3,1,1
32,Prepaye,13600.0,0,48.0,2,0
4,Prepaye,2500.0,2,0.9,0,0
15,Mensuel,7400.0,2,12.2,2,0
49,Mensuel,12300.0,1,31.5,0,0
16,Prepaye,15000.0,4,24.9,0,0
7,Annuel,9700.0,3,6.9,0,1
24,Prepaye,19900.0,0,8.6,0,0
30,Prepaye,13900.0,0,49.2,1,0
3,Annuel,6000.0,1,36.0,2,0
2,Prepaye,7700.0,3,11.0,0,1
13,Prepaye,2500.0,3,0.9,2,1
38,Mensuel,3000.0,1,18.8,2,0
13,Mensuel,13100.0,2,46.9,2,0
46,Prepaye,23900.0,0,7.9,1,0
1,Annuel,3000.0,0,1.2,2,0
1,Mensuel,12600.0,1,34.4,1,0
4,Mensuel,6000.0,2,48.1,1,0
8,Mensuel,20800.0,3,7.1,1,1
13,Annuel,21700.0,0,5.0,0,0
4,Mensuel,4300.0,1,39.6,0,0
7,Mensuel,22100.0,0,43.4,1,0
5,Mensuel,19500.0,0,25.6,2,0
19,Prepaye,21500.0,2,42.4,1,0
17,Mensuel,7500.0,2,5.8,0,0
9,Prepaye,12600.0,1,16.5,1,0
15,Annuel,10700.0,1,23.2,1,0
1,Prepaye,19800.0,1,10.6,1,0
6,Annuel,10100.0,2,6.8,0,0
3,Prepaye,23700.0,3,13.9,3,1
2,Prepaye,2100.0,4,8.0,0,1
34,Mensuel,3800.0,0,5.6,0,0
25,Mensuel,12700.0,1,43.9,1,0
17,Mensuel,23800.0,2,3.6,0,1
33,Mensuel,5100.0,1,15.4,0,0
8,Prepaye,11400.0,1,7.5,0,0
2,Mensuel,13800.0,2,10.3,0,0
6,Prepaye,24300.0,0,40.2,1,1
4,Mensuel,16800.0,3,12.6,1,1
30,Prepaye,23200.0,1,47.4,0,0
13,Prepaye,13400.0,0,20.3,0,0
40,Prepaye,10400.0,1,40.0,1,0
3,Mensuel,4800.0,3,45.6,1,1
45,Mensuel,17000.0,3,27.4,2,1
39,Mensuel,4000.0,1,17.2,0,0
20,Mensuel,17300.0,1,6.5,1,0
45,Mensuel,24600.0,0,15.5,1,0
2,Mensuel,15600.0,1,18.5,1,0
20,Mensuel,18400.0,0,28.7,1,0
15,Prepaye,11000.0,4,4.6,1,0
15,Prepaye,19900.0,1,19.1,0,0
40,Prepaye,14100.0,1,14.2,2,0
1,Mensuel,13700.0,1,4.5,0,0
13,Prepaye,3200.0,0,36.0,1,0
33,Prepaye,6400.0,1,12.7,1,0
13,Prepaye,8300.0,3,26.2,0,0
61,Annuel,14400.0,3,23.6,0,0
15,Mensuel,10200.0,0,25.4,2,0
59,Prepaye,2900.0,5,1.9,0,1
24,Mensuel,19100.0,1,4.9,0,0
29,Annuel,8400.0,1,22.3,3,0
2,Annuel,9600.0,1,47.1,0,0
47,Prepaye,6600.0,1,45.8,1,0
16,Prepaye,8000.0,1,47.4,1,0
31,Annuel,22300.0,3,6.2,0,0
8,Prepaye,18600.0,0,30.0,2,1
20,Mensuel,24900.0,1,45.4,0,0
13,Prepaye,10000.0,1,47.5,0,0
2,Mensuel,3600.0,6,46.3,1,0
4,Mensuel,13100.0,1,10.1,2,1
31,Mensuel,8900.0,1,48.3,0,0
1,Prepaye,20000.0,0,4.5,1,1
40,Mensuel,23000.0,2,39.3,2,1
45,Mensuel,24600.0,0,11.7,0,0
5,Prepaye,25000.0,0,41.8,0,0
20,Annuel,23300.0,0,4.2,0,0
53,Prepaye,16000.0,0,40.3,1,0
3,Mensuel,13600.0,0,22.4,0,0
22,Prepaye,19500.0,2,37.9,1,1
5,Mensuel,5600.0,2,19.6,0,0
1,Prepaye,22300.0,0,35.5,1,1
21,Annuel,23700.0,1,33.6,0,0
2,Prepaye,20200.0,1,19.5,2,1
7,Annuel,15400.0,2,40.5,1,0
19,Annuel,9100.0,2,2.3,0,0
6,Prepaye,13500.0,1,20.6,1,0
5,Mensuel,17900.0,2,7.4,1,0
10,Annuel,15500.0,0,22.8,2,0
8,Prepaye,22700.0,3,43.3,0,1
7,Prepaye,7800.0,1,15.2,1,0
33,Annuel,19400.0,2,7.0,0,0
7,Prepaye,5000.0,2,28.0,1,0
48,Prepaye,18000.0,0,18.9,0,0
2,Mensuel,7000.0,4,18.1,1,0
33,Prepaye,9000.0,3,33.2,1,1
30,Mensuel,21700.0,1,22.2,0,0
36,Prepaye,21000.0,2,17.2,0,0
40,Prepaye,7100.0,2,28.4,1,0
67,Prepaye,4600.0,4,4.2,1,1
20,Prepaye,4000.0,0,22.8,3,1
5,Prepaye,8600.0,3,44.1,0,1
49,Mensuel,5800.0,1,37.0,1,1
11,Prepaye,13600.0,2,47.0,2,0
9,Prepaye,9300.0,1,48.1,0,1
18,Prepaye,4500.0,0,23.5,0,0
33,Prepaye,9700.0,2,1.1,1,1
7,Annuel,21800.0,2,48.8,1,0
6,Prepaye,17600.0,2,25.8,2,1
24,Prepaye,24300.0,1,6.5,0,0
6,Prepaye,12300.0,1,11.7,3,1
24,Prepaye,22900.0,1,45.5,1,0
9,Prepaye,6100.0,3,31.2,0,0
14,Prepaye,6400.0,1,38.5,0,0
16,Annuel,23400.0,0,18.2,0,0
15,Annuel,23400.0,1,44.9,1,0
14,Prepaye,6600.0,0,32.3,0,1
7,Mensuel,21600.0,1,48.9,0,0
9,Prepaye,10700.0,3,2.9,0,0
23,Prepaye,11300.0,3,5.1,0,1
71,Prepaye,9300.0,2,40.7,2,0
35,Prepaye,7300.0,1,37.8,1,1
42,Prepaye,14400.0,4,47.7,1,1
45,Prepaye,17200.0,1,30.3,0,0
19,Prepaye,19200.0,2,10.1,2,0
9,Prepaye,12800.0,0,2.0,1,0
3,Annuel,15300.0,2,31.3,0,1
43,Mensuel,10100.0,1,0.5,0,0
7,Mensuel,8400.0,0,25.5,1,0
11,Mensuel,14700.0,4,2.5,1,1
27,Prepaye,15500.0,2,13.6,0,0
27,Mensuel,11100.0,1,46.7,0,0
1,Prepaye,13200.0,3,24.8,0,0
7,Annuel,22900.0,4,30.2,0,0
5,Prepaye,10400.0,2,25.4,0,0
25,Mensuel,19000.0,2,24.5,1,0
24,Prepaye,4000.0,0,46.2,1,0
22,Mensuel,3000.0,1,1.0,0,0
23,Prepaye,3500.0,0,12.6,1,0
61,Prepaye,6400.0,3,34.8,2,1
51,Prepaye,13100.0,0,14.3,0,0
8,Prepaye,17400.0,0,24.6,2,0
4,Annuel,5000.0,1,46.7,2,1
24,Mensuel,4400.0,3,26.2,1,0
32,Prepaye,16500.0,2,43.1,1,0
16,Annuel,10700.0,1,24.1,2,0
7,Prepaye,19900.0,1,46.2,1,0
23,Mensuel,13200.0,1,40.7,1,0
65,Annuel,10500.0,0,26.2,0,0
5,Prepaye,11400.0,2,9.0,0,0
4,Mensuel,15000.0,4,7.0,0,0
72,Annuel,4500.0,2,22.4,0,0
10,Prepaye,16100.0,3,45.3,0,0
9,Prepaye,17400.0,1,40.7,2,0
10,Mensuel,3200.0,0,36.2,0,0
6,Mensuel,2000.0,1,10.0,0,0
11,Prepaye,24200.0,1,21.8,1,1
35,Mensuel,15100.0,0,7.5,1,0
19,Prepaye,23800.0,2,5.8,1,0
5,Prepaye,10400.0,1,21.8,0,0
1,Annuel,21200.0,2,48.4,1,1
2,Annuel,2900.0,3,26.8,1,1
6,Prepaye,19000.0,0,28.9,0,0
69,Mensuel,10100.0,1,13.8,1,0
13,Mensuel,13300.0,1,23.0,1,0
10,Prepaye,13400.0,1,38.1,2,0
30,Prepaye,14400.0,2,24.9,1,0
27,Mensuel,4300.0,1,4.4,1,0
3,Prepaye,6000.0,3,5.2,1,1
26,Prepaye,20600.0,1,3.5,0,0
28,Prepaye,3500.0,2,18.5,0,0
72,Prepaye,15700.0,1,13.1,1,0
9,Prepaye,4000.0,1,34.7,0,0
16,Prepaye,4300.0,1,33.5,0,0
6,Prepaye,2500.0,1,11.8,0,1
25,Prepaye,5100.0,1,35.5,1,0
3,Mensuel,12100.0,1,43.6,2,1
8,Prepaye,10400.0,2,19.5,2,1
41,Prepaye,22000.0,1,25.1,1,0
15,Prepaye,5200.0,1,20.5,1,0
22,Mensuel,4500.0,1,28.7,1,0
46,Prepaye,17400.0,2,6.9,2,1
23,Annuel,21200.0,1,6.1,2,1
38,Prepaye,10500.0,2,18.1,1,0
25,Prepaye,3900.0,0,11.6,1,0
38,Prepaye,11300.0,1,3.5,2,1
37,Prepaye,21100.0,3,23.5,1,1
18,Mensuel,20600.0,2,36.2,1,0
2,Mensuel,2900.0,1,7.8,1,1
21,Mensuel,23100.0,2,0.6,0,0
27,Prepaye,18800.0,1,10.0,3,0
6,Prepaye,24900.0,1,9.2,2,0
5,Mensuel,9700.0,0,16.0,0,0
13,Prepaye,12300.0,3,43.1,1,0
18,Mensuel,22500.0,3,30.4,0,0
27,Prepaye,9500.0,1,1.7,1,0
8,Prepaye,17900.0,1,16.3,1,1
2,Mensuel,19300.0,3,32.3,0,1
37,Mensuel,10200.0,1,34.8,1,0
20,Annuel,14100.0,3,4.1,0,0
19,Mensuel,13100.0,0,38.5,1,0
44,Prepaye,22300.0,1,46.8,1,0
11,Prepaye,24900.0,2,2.9,0,0
35,Mensuel,21300.0,0,18.7,0,0
2,Annuel,7100.0,3,46.6,0,0
57,Prepaye,4200.0,2,26.6,0,1
40,Prepaye,16600.0,1,33.4,0,0
5,Mensuel,8900.0,2,37.2,0,0
5,Mensuel,4900.0,1,37.5,0,0
54,Prepaye,16100.0,0,19.9,2,1
12,Prepaye,18500.0,2,16.6,0,1
11,Mensuel,22600.0,2,44.0,0,0
17,Prepaye,23300.0,0,29.3,1,0
26,Mensuel,2000.0,1,12.1,0,1
4,Annuel,9200.0,0,5.8,2,1
7,Prepaye,4400.0,1,26.0,0,0
57,Mensuel,10200.0,1,36.5,1,0
10,Mensuel,4200.0,0,21.0,0,0
5,Prepaye,15900.0,3,22.3,0,1
42,Mensuel,21100.0,1,1.2,0,0
38,Prepaye,13400.0,1,12.0,0,0
2,Prepaye,2200.0,1,48.7,0,1
11,Prepaye,21300.0,0,47.0,2,0
12,Mensuel,3000.0,0,23.1,2,0
6,Prepaye,9300.0,1,25.4,1,0
46,Mensuel,13300.0,2,11.4,0,0
2,Annuel,5000.0,2,44.1,0,0
2,Prepaye,7600.0,1,6.1,0,0
30,Prepaye,3800.0,2,43.2,1,0
36,Mensuel,9800.0,1,25.7,1,0
11,Mensuel,22700.0,0,19.4,0,0
32,Annuel,8400.0,1,30.3,0,0
19,Mensuel,21100.0,0,2.4,1,1
16,Mensuel,2700.0,1,21.3,3,0
18,Prepaye,23200.0,3,10.9,1,1
37,Mensuel,12400.0,3,14.1,0,1
8,Prepaye,12500.0,1,36.2,1,0
21,Prepaye,19400.0,1,2.5,1,0
7,Mensuel,19800.0,2,44.8,1,0
13,Prepaye,11300.0,1,26.5,1,0
7,Prepaye,20300.0,0,13.9,1,0
72,Prepaye,2900.0,2,35.5,0,0
4,Prepaye,6000.0,3,17.1,0,1
20,Mensuel,7900.0,1,48.3,0,0
10,Prepaye,15100.0,1,36.8,2,0
22,Prepaye,13200.0,1,11.1,0,0
26,Annuel,18800.0,0,44.3,1,0
72,Mensuel,22800.0,0,10.0,0,0
41,Annuel,10900.0,0,40.2,1,0
33,Mensuel,13500.0,2,20.7,0,0
7,Prepaye,14200.0,1,6.3,1,1
4,Annuel,21900.0,1,30.6,1,0
2,Prepaye,24200.0,1,6.5,2,0
1,Prepaye,23200.0,1,26.9,1,0
39,Prepaye,18400.0,1,39.3,1,0
16,Prepaye,10400.0,0,34.4,0,0
41,Mensuel,13200.0,1,14.8,0,0
1,Prepaye,2200.0,0,3.9,1,1
7,Annuel,14000.0,2,17.1,0,0
10,Mensuel,8700.0,1,10.0,0,0
12,Mensuel,7900.0,0,3.4,0,0
5,Mensuel,2400.0,1,25.6,1,0
32,Annuel,6400.0,0,44.9,0,0
11,Prepaye,15600.0,1,22.9,2,0
30,Mensuel,16500.0,0,35.7,1,0
10,Mensuel,7000.0,5,31.3,0,0
7,Annuel,16100.0,1,9.6,1,0
1,Mensuel,10400.0,2,5.8,0,0
18,Mensuel,13700.0,1,1.8,0,0
50,Prepaye,15500.0,2,4.2,2,1
6,Mensuel,21400.0,2,41.5,1,0
6,Prepaye,6600.0,0,17.2,0,0
16,Prepaye,2700.0,2,43.4,2,1
29,Prepaye,12100.0,0,41.4,0,0
48,Prepaye,19100.0,2,39.4,1,0
15,Mensuel,20900.0,1,23.7,3,0
25,Mensuel,3100.0,2,16.2,0,0
2,Prepaye,20700.0,0,12.1,1,0
15,Mensuel,16200.0,0,8.2,0,0
33,Mensuel,10900.0,0,11.7,1,0
5,Mensuel,21600.0,1,48.8,0,0
3,Mensuel,4100.0,5,43.0,2,1
19,Prepaye,6800.0,0,12.5,1,0
72,Prepaye,12400.0,0,2.9,1,0
4,Mensuel,7800.0,1,7.0,0,1
72,Prepaye,5000.0,0,29.6,0,0
72,Prepaye,12400.0,0,32.2,0,0
6,Mensuel,11600.0,0,34.6,2,0
27,Prepaye,18000.0,2,32.3,0,0
10,Annuel,22700.0,1,49.8,0,0
18,Prepaye,2400.0,0,14.5,0,0
50,Mensuel,4000.0,3,12.8,4,0
7,Prepaye,20600.0,0,23.7,1,0
72,Mensuel,5900.0,1,15.8,0,0
4,Mensuel,2000.0,2,9.7,2,1
7,Annuel,23200.0,2,21.5,0,0
19,Prepaye,12200.0,4,28.1,1,1
4,Annuel,12800.0,4,20.2,1,1
12,Prepaye,23000.0,0,32.6,0,0
28,Prepaye,15700.0,2,44.9,2,0
61,Annuel,12300.0,1,19.7,0,0
48,Prepaye,17600.0,0,17.6,0,0
36,Annuel,7100.0,1,43.7,1,0
46,Prepaye,11300.0,3,17.7,1,0
31,Annuel,5600.0,1,34.5,0,0
51,Prepaye,23000.0,1,12.0,2,1
5,Annuel,6100.0,2,30.4,0,0
8,Mensuel,17500.0,0,2.2,0,0
40,Mensuel,12500.0,3,14.1,0,0
15,Prepaye,4100.0,1,10.2,0,0
22,Prepaye,12300.0,1,8.2,1,0
1,Prepaye,14700.0,2,13.0,2,1
6,Prepaye,9500.0,0,35.6,1,1
40,Prepaye,15900.0,1,16.1,0,0
5,Prepaye,17100.0,1,26.2,2,1
21,Annuel,21100.0,1,13.5,1,0
2,Mensuel,20500.0,1,21.6,2,1
52,Prepaye,9200.0,1,19.7,2,1
11,Prepaye,6100.0,1,23.0,0,0
12,Prepaye,4100.0,2,21.9,0,0
17,Prepaye,4400.0,0,5.5,1,0
5,Annuel,21700.0,1,10.9,1,0
18,Annuel,5800.0,2,20.2,0,0
8,Mensuel,11500.0,1,48.7,0,0
10,Prepaye,21700.0,1,28.5,1,0
3,Mensuel,22600.0,0,7.5,1,1
4,Mensuel,4900.0,2,24.3,3,0
1,Prepaye,6700.0,2,32.9,1,1
21,Prepaye,3900.0,1,4.1,1,0
10,Prepaye,8000.0,1,36.2,2,0
22,Annuel,3100.0,2,43.9,0,0
65,Mensuel,12100.0,0,46.0,1,0
16,Prepaye,6900.0,0,28.9,1,0
48,Mensuel,2300.0,2,32.6,0,0
4,Mensuel,2100.0,1,5.2,0,0
6,Mensuel,12200.0,0,16.3,2,0
9,Prepaye,8300.0,3,7.4,0,0
2,Annuel,10400.0,4,32.1,1,0
32,Mensuel,22100.0,0,4.6,1,0
15,Mensuel,14100.0,0,31.0,1,0
22,Prepaye,4800.0,2,9.0,1,0
3,Annuel,11000.0,1,19.8,2,0
37,Annuel,7700.0,1,41.3,0,0
10,Prepaye,16800.0,3,26.2,1,0
26,Mensuel,18900.0,1,6.3,1,1
14,Mensuel,9600.0,2,37.9,1,0
1,Mensuel,10600.0,3,10.6,0,1
9,Mensuel,5800.0,1,46.6,2,0
24,Prepaye,8900.0,2,14.7,0,1
2,Prepaye,3700.0,0,40.7,0,0
8,Annuel,13200.0,1,19.4,1,0
14,Prepaye,18300.0,2,36.1,0,0
32,Prepaye,5300.0,2,23.1,0,0
21,Annuel,13900.0,2,16.1,3,0
6,Annuel,21600.0,2,23.5,0,0
1,Prepaye,22400.0,2,18.8,2,1
6,Prepaye,12800.0,2,7.3,0,0
7,Mensuel,12000.0,0,24.6,1,0
9,Prepaye,23500.0,1,39.7,0,0
4,Prepaye,5300.0,1,36.0,2,1
10,Prepaye,15900.0,5,44.8,0,0
13,Mensuel,18300.0,2,26.3,0,0
20,Mensuel,9400.0,2,10.3,2,0
11,Prepaye,11400.0,2,7.2,1,1
65,Mensuel,17200.0,3,18.7,3,1
9,Prepaye,21700.0,0,4.3,0,1
7,Mensuel,15000.0,0,21.8,0,0
28,Mensuel,18600.0,1,47.7,2,0
40,Mensuel,4100.0,5,30.2,1,1
17,Mensuel,20200.0,3,20.4,0,1
19,Annuel,21500.0,0,5.1,1,0
56,Annuel,11300.0,3,6.6,1,0
11,Prepaye,4300.0,2,34.9,2,0
17,Prepaye,6600.0,1,31.9,0,0
